timestamp,serial_line
2026-05-16 11:16:50.876,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:50.886,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:50.896,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:50.907,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:50.916,ADC pin 15 raw = 44  voltage = 0.049 V  angle = 5.4 deg
2026-05-16 11:16:50.926,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:50.936,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:50.946,ADC pin 15 raw = 44  voltage = 0.049 V  angle = 5.4 deg
2026-05-16 11:16:50.956,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:50.966,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:50.977,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:50.986,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:50.996,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.006,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.016,ADC pin 15 raw = 44  voltage = 0.049 V  angle = 5.4 deg
2026-05-16 11:16:51.026,ADC pin 15 raw = 48  voltage = 0.054 V  angle = 5.9 deg
2026-05-16 11:16:51.036,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.046,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.056,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.066,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.076,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:51.086,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.096,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.106,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:51.116,ADC pin 15 raw = 43  voltage = 0.048 V  angle = 5.3 deg
2026-05-16 11:16:51.126,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.136,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.146,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.156,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.166,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:51.176,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.186,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.196,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.206,ADC pin 15 raw = 48  voltage = 0.054 V  angle = 5.9 deg
2026-05-16 11:16:51.216,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.226,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.236,ADC pin 15 raw = 48  voltage = 0.054 V  angle = 5.9 deg
2026-05-16 11:16:51.246,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.257,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.266,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.276,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.286,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.296,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.307,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.316,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:51.330,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:51.339,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.354,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.357,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.366,ADC pin 15 raw = 48  voltage = 0.054 V  angle = 5.9 deg
2026-05-16 11:16:51.376,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.386,ADC pin 15 raw = 48  voltage = 0.054 V  angle = 5.9 deg
2026-05-16 11:16:51.396,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.406,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.416,ADC pin 15 raw = 43  voltage = 0.048 V  angle = 5.3 deg
2026-05-16 11:16:51.426,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.436,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.446,ADC pin 15 raw = 44  voltage = 0.049 V  angle = 5.4 deg
2026-05-16 11:16:51.456,ADC pin 15 raw = 44  voltage = 0.049 V  angle = 5.4 deg
2026-05-16 11:16:51.466,ADC pin 15 raw = 42  voltage = 0.047 V  angle = 5.2 deg
2026-05-16 11:16:51.476,ADC pin 15 raw = 43  voltage = 0.048 V  angle = 5.3 deg
2026-05-16 11:16:51.486,ADC pin 15 raw = 48  voltage = 0.054 V  angle = 5.9 deg
2026-05-16 11:16:51.496,ADC pin 15 raw = 44  voltage = 0.049 V  angle = 5.4 deg
2026-05-16 11:16:51.506,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.516,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.526,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.537,ADC pin 15 raw = 48  voltage = 0.054 V  angle = 5.9 deg
2026-05-16 11:16:51.547,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:51.557,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.567,ADC pin 15 raw = 4095  voltage = 4.600 V  angle = 360.0 deg
2026-05-16 11:16:51.576,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.589,ADC pin 15 raw = 2095  voltage = 2.353 V  angle = 172.2 deg
2026-05-16 11:16:51.597,ADC pin 15 raw = 3087  voltage = 3.468 V  angle = 259.8 deg
2026-05-16 11:16:51.607,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.617,ADC pin 15 raw = 4095  voltage = 4.600 V  angle = 360.0 deg
2026-05-16 11:16:51.627,ADC pin 15 raw = 4095  voltage = 4.600 V  angle = 360.0 deg
2026-05-16 11:16:51.637,ADC pin 15 raw = 4095  voltage = 4.600 V  angle = 360.0 deg
2026-05-16 11:16:51.650,ADC pin 15 raw = 4095  voltage = 4.600 V  angle = 360.0 deg
2026-05-16 11:16:51.657,ADC pin 15 raw = 47  voltage = 0.053 V  angle = 5.8 deg
2026-05-16 11:16:51.667,ADC pin 15 raw = 45  voltage = 0.051 V  angle = 5.5 deg
2026-05-16 11:16:51.677,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.687,ADC pin 15 raw = 46  voltage = 0.052 V  angle = 5.7 deg
2026-05-16 11:16:51.697,ADC pin 15 raw = 44  voltage = 0.049 V  angle = 5.4 deg
